Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Chrome 87.0.4280.141,,,2021-03-08 18:19:02,2021-03-08 18:19:04,1.317s,PASSED
"navigateToUrl(""https://oecfrontend.vercel.app/"")",Chrome 87.0.4280.141,,,2021-03-08 18:19:04,2021-03-08 18:19:05,0.991s,PASSED
"setText(findTestObject(""Object Repository/Faculty/Mentoring/input_Faculty Login_username""), ""AITS051002"")",Chrome 87.0.4280.141,,,2021-03-08 18:19:05,2021-03-08 18:19:06,1.672s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Faculty/Mentoring/input_Faculty Login_password""), ""/HuGEUzXDLUt1zEZ6TwafQ=="")",Chrome 87.0.4280.141,,,2021-03-08 18:19:06,2021-03-08 18:19:08,1.265s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Login""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:08,2021-03-08 18:19:08,0.803s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:08,2021-03-08 18:19:10,1.580s,PASSED
"click(findTestObject(""Faculty/Imports/div_Role ()AdminFacultyHOD""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:10,2021-03-08 18:19:11,0.943s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:11,2021-03-08 18:19:12,0.927s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/a_Faculty""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:12,2021-03-08 18:19:13,0.958s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/img""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:13,2021-03-08 18:19:14,1.067s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Profile""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:14,2021-03-08 18:19:16,2.256s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:19:16,2021-03-08 18:19:17,1.054s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Education""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:17,2021-03-08 18:19:18,0.835s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:19:18,2021-03-08 18:19:19,0.638s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Semester Wise Marks""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:19,2021-03-08 18:19:20,0.852s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:19:20,2021-03-08 18:19:20,0.632s,PASSED
"click(findTestObject(""Faculty/Mentoring/button_More Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:20,2021-03-08 18:19:21,0.855s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Course and Faculty Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:21,2021-03-08 18:19:22,0.969s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:19:22,2021-03-08 18:19:23,1.313s,PASSED
"focus(findTestObject(""Faculty/Mentoring/Course and Faculty Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:23,2021-03-08 18:19:24,0.497s,PASSED
"click(findTestObject(""Faculty/Mentoring/Course and Faculty Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:24,2021-03-08 18:19:25,0.848s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_More Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:25,2021-03-08 18:19:26,0.974s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:19:26,2021-03-08 18:19:26,0.841s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Student Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:26,2021-03-08 18:19:27,0.861s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:19:27,2021-03-08 18:19:29,2.064s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Attendance Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:29,2021-03-08 18:19:30,0.840s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:19:30,2021-03-08 18:19:31,0.635s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Marks Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:31,2021-03-08 18:19:32,0.819s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:19:32,2021-03-08 18:19:32,0.599s,PASSED
"focus(findTestObject(""Faculty/Mentoring/Student Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:32,2021-03-08 18:19:33,0.495s,PASSED
"click(findTestObject(""Faculty/Mentoring/Student Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:33,2021-03-08 18:19:34,0.846s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_More Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:34,2021-03-08 18:19:35,0.950s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Communication Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:35,2021-03-08 18:19:36,0.977s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:19:36,2021-03-08 18:19:37,0.973s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Completed""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:37,2021-03-08 18:19:37,0.819s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:19:37,2021-03-08 18:19:38,0.615s,PASSED
"focus(findTestObject(""Faculty/Mentoring/Communication Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:38,2021-03-08 18:19:38,0.491s,PASSED
"click(findTestObject(""Faculty/Mentoring/Communication Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:38,2021-03-08 18:19:39,0.857s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:39,2021-03-08 18:19:40,0.960s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_logout""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:40,2021-03-08 18:19:41,0.980s,PASSED
,,,,,,,
Test Cases/Web/Faculty/Exam Schedule,Chrome 87.0.4280.141,Exam Schedule,Exam Schedule,2021-03-08 18:19:41,2021-03-08 18:19:57,15.257s,PASSED
"openBrowser("""")",Chrome 87.0.4280.141,,,2021-03-08 18:19:42,2021-03-08 18:19:44,1.946s,PASSED
"navigateToUrl(""https://oecfrontend.vercel.app/"")",Chrome 87.0.4280.141,,,2021-03-08 18:19:44,2021-03-08 18:19:45,1.126s,PASSED
"setText(findTestObject(""Object Repository/Faculty/Exam Schedule/input_Faculty Login_username""), ""AITS051002"")",Chrome 87.0.4280.141,,,2021-03-08 18:19:45,2021-03-08 18:19:46,1.607s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Faculty/Exam Schedule/input_Faculty Login_password""), ""/HuGEUzXDLUt1zEZ6TwafQ=="")",Chrome 87.0.4280.141,,,2021-03-08 18:19:46,2021-03-08 18:19:48,1.294s,PASSED
"click(findTestObject(""Object Repository/Faculty/Exam Schedule/button_Login""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:48,2021-03-08 18:19:48,0.807s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:48,2021-03-08 18:19:50,1.350s,PASSED
"click(findTestObject(""Faculty/Imports/div_Role ()AdminFacultyHOD""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:50,2021-03-08 18:19:51,0.955s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:51,2021-03-08 18:19:52,0.947s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/a_Faculty""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:52,2021-03-08 18:19:53,0.987s,PASSED
"click(findTestObject(""Object Repository/Faculty/Exam Schedule/img""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:53,2021-03-08 18:19:54,1.074s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:19:54,2021-03-08 18:19:55,1.019s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:55,2021-03-08 18:19:56,0.834s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_logout""))",Chrome 87.0.4280.141,,,2021-03-08 18:19:56,2021-03-08 18:19:57,0.959s,PASSED
