Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Faculty/Mentoring/input_Faculty Login_username""), ""AITS051002"")",Chrome 87.0.4280.141,,,2021-03-08 18:12:28,2021-03-08 18:12:29,1.681s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Faculty/Mentoring/input_Faculty Login_password""), ""/HuGEUzXDLUt1zEZ6TwafQ=="")",Chrome 87.0.4280.141,,,2021-03-08 18:12:29,2021-03-08 18:12:31,1.323s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Login""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:31,2021-03-08 18:12:31,0.833s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:31,2021-03-08 18:12:33,1.406s,PASSED
"click(findTestObject(""Faculty/Imports/div_Role ()AdminFacultyHOD""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:33,2021-03-08 18:12:34,0.923s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:34,2021-03-08 18:12:35,0.897s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/a_Faculty""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:35,2021-03-08 18:12:36,0.923s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/img""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:36,2021-03-08 18:12:37,1.085s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Profile""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:37,2021-03-08 18:12:39,2.587s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:12:39,2021-03-08 18:12:40,1.146s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Education""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:40,2021-03-08 18:12:41,0.839s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:12:41,2021-03-08 18:12:42,0.613s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Semester Wise Marks""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:42,2021-03-08 18:12:43,0.826s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:12:43,2021-03-08 18:12:43,0.630s,PASSED
"click(findTestObject(""Faculty/Mentoring/button_More Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:43,2021-03-08 18:12:44,0.874s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Course and Faculty Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:44,2021-03-08 18:12:45,0.977s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:12:45,2021-03-08 18:12:46,1.087s,PASSED
"focus(findTestObject(""Faculty/Mentoring/Course and Faculty Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:46,2021-03-08 18:12:47,0.503s,PASSED
"click(findTestObject(""Faculty/Mentoring/Course and Faculty Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:47,2021-03-08 18:12:48,0.853s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_More Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:48,2021-03-08 18:12:49,0.939s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:12:49,2021-03-08 18:12:49,0.833s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Student Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:49,2021-03-08 18:12:50,0.865s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:12:50,2021-03-08 18:12:52,1.947s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Attendance Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:52,2021-03-08 18:12:53,0.827s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:12:53,2021-03-08 18:12:54,0.644s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Marks Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:54,2021-03-08 18:12:54,0.834s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:12:54,2021-03-08 18:12:55,0.619s,PASSED
"focus(findTestObject(""Faculty/Mentoring/Student Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:55,2021-03-08 18:12:56,0.489s,PASSED
"click(findTestObject(""Faculty/Mentoring/Student Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:56,2021-03-08 18:12:56,0.852s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_More Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:56,2021-03-08 18:12:57,0.900s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Communication Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:57,2021-03-08 18:12:58,0.987s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:12:58,2021-03-08 18:12:59,0.951s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Completed""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:59,2021-03-08 18:13:00,0.806s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:13:00,2021-03-08 18:13:01,0.634s,PASSED
"focus(findTestObject(""Faculty/Mentoring/Communication Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:13:01,2021-03-08 18:13:01,0.494s,PASSED
"click(findTestObject(""Faculty/Mentoring/Communication Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:13:01,2021-03-08 18:13:02,0.835s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 18:13:02,2021-03-08 18:13:03,0.961s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_logout""))",Chrome 87.0.4280.141,,,2021-03-08 18:13:03,2021-03-08 18:13:04,0.959s,PASSED
,,,,,,,
Test Cases/Web/Faculty/Exam Schedule,Chrome 87.0.4280.141,Exam Schedule,Exam Schedule,2021-03-08 18:13:04,2021-03-08 18:13:19,14.822s,FAILED
"openBrowser("""")",Chrome 87.0.4280.141,,,2021-03-08 18:13:04,2021-03-08 18:13:07,2.175s,PASSED
"navigateToUrl(""https://oecfrontend.vercel.app/"")",Chrome 87.0.4280.141,,,2021-03-08 18:13:07,2021-03-08 18:13:09,2.794s,PASSED
"setText(findTestObject(""Object Repository/Faculty/Exam Schedule/input_Faculty Login_username""), ""AITS051002"")",Chrome 87.0.4280.141,,,2021-03-08 18:13:09,2021-03-08 18:13:11,1.784s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Faculty/Exam Schedule/input_Faculty Login_password""), ""/HuGEUzXDLUt1zEZ6TwafQ=="")",Chrome 87.0.4280.141,,,2021-03-08 18:13:11,2021-03-08 18:13:12,1.300s,PASSED
"click(findTestObject(""Object Repository/Faculty/Exam Schedule/button_Login""))",Chrome 87.0.4280.141,,,2021-03-08 18:13:12,2021-03-08 18:13:13,0.851s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:13:13,2021-03-08 18:13:15,1.507s,PASSED
"click(findTestObject(""Faculty/Imports/div_Role ()AdminFacultyHOD""))",Chrome 87.0.4280.141,,,2021-03-08 18:13:15,2021-03-08 18:13:16,0.932s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:13:16,2021-03-08 18:13:17,0.891s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/a_Faculty""))",Chrome 87.0.4280.141,,,2021-03-08 18:13:17,2021-03-08 18:13:18,0.929s,PASSED
"click(findTestObject(""Object Repository/Faculty/Exam Schedule/img""))",Chrome 87.0.4280.141,,,2021-03-08 18:13:18,2021-03-08 18:13:19,1.293s,FAILED
