Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:09:58,2021-03-08 18:09:59,0.578s,PASSED
"click(findTestObject(""Faculty/Imports/course_outcome_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:09:59,2021-03-08 18:09:59,0.797s,PASSED
"click(findTestObject(""Faculty/Imports/subject_exp""))",Chrome 87.0.4280.141,,,2021-03-08 18:09:59,2021-03-08 18:10:00,0.913s,PASSED
"focus(findTestObject(""Faculty/Imports/subject_exp_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:00,2021-03-08 18:10:01,0.583s,PASSED
delay(2),Chrome 87.0.4280.141,,,2021-03-08 18:10:01,2021-03-08 18:10:03,2.015s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:10:03,2021-03-08 18:10:04,0.622s,PASSED
"click(findTestObject(""Faculty/Imports/subject_exp_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:04,2021-03-08 18:10:04,0.860s,PASSED
"click(findTestObject(""Faculty/Imports/a_Dashboard""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:04,2021-03-08 18:10:05,0.988s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:05,2021-03-08 18:10:06,0.930s,PASSED
"click(findTestObject(""Faculty/Imports/button_logout""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:06,2021-03-08 18:10:07,0.949s,PASSED
closeBrowser(),Chrome 87.0.4280.141,,,2021-03-08 18:10:07,2021-03-08 18:10:08,0.728s,PASSED
,,,,,,,
Test Cases/Web/Faculty/Notifications,Chrome 87.0.4280.141,Notifications,"Notifications, Faculty",2021-03-08 18:10:08,2021-03-08 18:10:28,19.438s,PASSED
"openBrowser("""")",Chrome 87.0.4280.141,,,2021-03-08 18:10:08,2021-03-08 18:10:10,1.254s,PASSED
"navigateToUrl(""https://oecfrontend.vercel.app/"")",Chrome 87.0.4280.141,,,2021-03-08 18:10:10,2021-03-08 18:10:11,1.086s,PASSED
"setText(findTestObject(""Object Repository/Faculty/Notifications/input_Faculty Login_username""), ""AITS051002"")",Chrome 87.0.4280.141,,,2021-03-08 18:10:11,2021-03-08 18:10:12,1.691s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Faculty/Notifications/input_Faculty Login_password""), ""/HuGEUzXDLUt1zEZ6TwafQ=="")",Chrome 87.0.4280.141,,,2021-03-08 18:10:12,2021-03-08 18:10:14,1.323s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/button_Login""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:14,2021-03-08 18:10:15,0.817s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:15,2021-03-08 18:10:16,1.171s,PASSED
"click(findTestObject(""Faculty/Imports/div_Role ()AdminFacultyHOD""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:16,2021-03-08 18:10:17,0.927s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:17,2021-03-08 18:10:18,0.898s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/a_Faculty""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:18,2021-03-08 18:10:19,0.975s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/img""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:19,2021-03-08 18:10:20,1.084s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/button_View Incoming Requests""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:20,2021-03-08 18:10:21,1.204s,PASSED
delay(1),Chrome 87.0.4280.141,,,2021-03-08 18:10:21,2021-03-08 18:10:22,1.005s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:10:22,2021-03-08 18:10:22,0.617s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/button_View Outgoing Requests""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:22,2021-03-08 18:10:23,0.863s,PASSED
delay(1),Chrome 87.0.4280.141,,,2021-03-08 18:10:23,2021-03-08 18:10:24,1.004s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:10:24,2021-03-08 18:10:25,0.607s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:25,2021-03-08 18:10:26,0.866s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/button_logout""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:26,2021-03-08 18:10:27,0.940s,PASSED
closeBrowser(),Chrome 87.0.4280.141,,,2021-03-08 18:10:27,2021-03-08 18:10:28,0.725s,PASSED
,,,,,,,
Test Cases/Web/Faculty/Profile,Chrome 87.0.4280.141,Faculty Profile,Profile,2021-03-08 18:10:28,2021-03-08 18:11:07,39.942s,PASSED
"openBrowser("""")",Chrome 87.0.4280.141,,,2021-03-08 18:10:28,2021-03-08 18:10:29,1.172s,PASSED
"navigateToUrl(""https://oecfrontend.vercel.app/"")",Chrome 87.0.4280.141,,,2021-03-08 18:10:29,2021-03-08 18:10:31,1.630s,PASSED
"setText(findTestObject(""Object Repository/Faculty/Profile/input_Faculty Login_username""), ""AITS051002"")",Chrome 87.0.4280.141,,,2021-03-08 18:10:31,2021-03-08 18:10:32,1.696s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Faculty/Profile/input_Faculty Login_password""), ""/HuGEUzXDLUt1zEZ6TwafQ=="")",Chrome 87.0.4280.141,,,2021-03-08 18:10:32,2021-03-08 18:10:34,1.334s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/button_Login""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:34,2021-03-08 18:10:35,0.837s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:35,2021-03-08 18:10:36,1.256s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/div_Role ()AdminFacultyHOD""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:36,2021-03-08 18:10:37,0.922s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:37,2021-03-08 18:10:38,0.904s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/a_Faculty""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:38,2021-03-08 18:10:39,0.941s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/img""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:39,2021-03-08 18:10:40,1.139s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/button_Change Profile Information""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:40,2021-03-08 18:10:41,1.472s,PASSED
"doubleClick(findTestObject(""Object Repository/Faculty/Profile/input_JNTUA No._jntuhID""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:41,2021-03-08 18:10:42,0.633s,PASSED
"setText(findTestObject(""Object Repository/Faculty/Profile/input_JNTUA No._jntuhID""), ""123455678"")",Chrome 87.0.4280.141,,,2021-03-08 18:10:42,2021-03-08 18:10:44,1.650s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/button_Update""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:44,2021-03-08 18:10:44,0.841s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:10:44,2021-03-08 18:10:45,0.865s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/button_Contact Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:45,2021-03-08 18:10:46,0.836s,PASSED
"click(findTestObject(""Faculty/Profile/button_Change Contact Information""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:46,2021-03-08 18:10:47,0.804s,PASSED
"doubleClick(findTestObject(""Object Repository/Faculty/Profile/input_Mobile No_mobileNumber""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:47,2021-03-08 18:10:47,0.619s,PASSED
"setText(findTestObject(""Object Repository/Faculty/Profile/input_Mobile No_mobileNumber""), ""09248708087"")",Chrome 87.0.4280.141,,,2021-03-08 18:10:47,2021-03-08 18:10:49,1.613s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/button_Update Contact Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:49,2021-03-08 18:10:50,0.800s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:10:50,2021-03-08 18:10:51,0.938s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/button_Book Publications""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:51,2021-03-08 18:10:52,0.825s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:10:52,2021-03-08 18:10:52,0.627s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/button_Journal Publications""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:52,2021-03-08 18:10:53,0.848s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:10:53,2021-03-08 18:10:54,0.618s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/button_Research Guidlance""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:54,2021-03-08 18:10:55,0.827s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:10:55,2021-03-08 18:10:55,0.603s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/span_ MORE""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:55,2021-03-08 18:10:56,0.840s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/button_Workshop Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:56,2021-03-08 18:10:57,0.971s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:10:57,2021-03-08 18:10:58,0.849s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/span_ MORE""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:58,2021-03-08 18:10:59,0.822s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/button_Grant Received""))",Chrome 87.0.4280.141,,,2021-03-08 18:10:59,2021-03-08 18:11:00,0.942s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:11:00,2021-03-08 18:11:00,0.838s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/span_ MORE""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:00,2021-03-08 18:11:01,0.813s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/button_Conferences""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:01,2021-03-08 18:11:02,0.931s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:11:02,2021-03-08 18:11:03,0.844s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/span_ MORE""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:03,2021-03-08 18:11:04,0.852s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/button_Ph.D Details""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:04,2021-03-08 18:11:05,0.974s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:11:05,2021-03-08 18:11:06,0.831s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:06,2021-03-08 18:11:07,0.828s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_logout""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:07,2021-03-08 18:11:07,0.950s,PASSED
,,,,,,,
Test Cases/Web/Faculty/Allocated Courses,Chrome 87.0.4280.141,Allocated Courses,"Allocated Courses, Faculty",2021-03-08 18:11:07,2021-03-08 18:11:38,30.051s,PASSED
"openBrowser("""")",Chrome 87.0.4280.141,,,2021-03-08 18:11:08,2021-03-08 18:11:11,2.730s,PASSED
"navigateToUrl(""https://oecfrontend.vercel.app/"")",Chrome 87.0.4280.141,,,2021-03-08 18:11:11,2021-03-08 18:11:12,1.019s,PASSED
"setText(findTestObject(""Object Repository/Faculty/Allocated Courses/input_Faculty Login_username""), ""AITS051002"")",Chrome 87.0.4280.141,,,2021-03-08 18:11:12,2021-03-08 18:11:13,1.735s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Faculty/Allocated Courses/input_Faculty Login_password""), ""/HuGEUzXDLUt1zEZ6TwafQ=="")",Chrome 87.0.4280.141,,,2021-03-08 18:11:13,2021-03-08 18:11:15,1.325s,PASSED
"click(findTestObject(""Faculty/Imports/button_Login""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:15,2021-03-08 18:11:15,0.817s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:15,2021-03-08 18:11:17,1.352s,PASSED
"click(findTestObject(""Faculty/Imports/div_Role ()AdminFacultyHOD""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:17,2021-03-08 18:11:18,0.934s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:18,2021-03-08 18:11:19,0.880s,PASSED
"click(findTestObject(""Faculty/Imports/a_Faculty""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:19,2021-03-08 18:11:20,0.943s,PASSED
delay(2),Chrome 87.0.4280.141,,,2021-03-08 18:11:20,2021-03-08 18:11:22,2.010s,PASSED
"click(findTestObject(""Object Repository/Faculty/Allocated Courses/img""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:22,2021-03-08 18:11:22,0.855s,PASSED
"click(findTestObject(""Object Repository/Faculty/Allocated Courses/button_Reference""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:22,2021-03-08 18:11:25,2.331s,PASSED
"click(findTestObject(""Object Repository/Faculty/Allocated Courses/button_Reference Books""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:25,2021-03-08 18:11:26,1.367s,PASSED
"click(findTestObject(""Object Repository/Faculty/Allocated Courses/button_External Resource Links  Notes""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:26,2021-03-08 18:11:27,0.909s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:11:27,2021-03-08 18:11:28,0.835s,PASSED
"focus(findTestObject(""Faculty/Allocated Courses/Ref_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:28,2021-03-08 18:11:28,0.493s,PASSED
"click(findTestObject(""Faculty/Allocated Courses/Ref_close""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:28,2021-03-08 18:11:29,0.857s,PASSED
"click(findTestObject(""Object Repository/Faculty/Allocated Courses/button_CO-PO Mapping""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:29,2021-03-08 18:11:30,0.976s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:11:30,2021-03-08 18:11:31,1.037s,PASSED
"focus(findTestObject(""Faculty/Allocated Courses/CO-PO-Close""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:31,2021-03-08 18:11:32,0.464s,PASSED
"click(findTestObject(""Faculty/Allocated Courses/CO-PO-Close""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:32,2021-03-08 18:11:33,0.825s,PASSED
"click(findTestObject(""Object Repository/Faculty/Allocated Courses/button_Extra Class""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:33,2021-03-08 18:11:33,0.917s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:11:33,2021-03-08 18:11:34,0.837s,PASSED
"focus(findTestObject(""Faculty/Allocated Courses/Extra-class-Close""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:34,2021-03-08 18:11:35,0.516s,PASSED
"click(findTestObject(""Faculty/Allocated Courses/Extra-class-Close""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:35,2021-03-08 18:11:36,0.806s,PASSED
"click(findTestObject(""Faculty/Allocated Courses/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:36,2021-03-08 18:11:37,0.938s,PASSED
"click(findTestObject(""Object Repository/Faculty/Allocated Courses/button_logout""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:37,2021-03-08 18:11:38,0.956s,PASSED
,,,,,,,
Test Cases/Web/Faculty/Course Coordinator Allocation,Chrome 87.0.4280.141,Course Coordinator Allocation,Course Coordinator Allocation,2021-03-08 18:11:38,2021-03-08 18:12:00,22.114s,PASSED
"openBrowser("""")",Chrome 87.0.4280.141,,,2021-03-08 18:11:38,2021-03-08 18:11:40,1.891s,PASSED
"navigateToUrl(""https://oecfrontend.vercel.app/"")",Chrome 87.0.4280.141,,,2021-03-08 18:11:40,2021-03-08 18:11:41,1.209s,PASSED
"setText(findTestObject(""Object Repository/Faculty/Course Coordinator Allocation/input_Faculty Login_username""), ""AITS051002"")",Chrome 87.0.4280.141,,,2021-03-08 18:11:41,2021-03-08 18:11:43,1.617s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Faculty/Course Coordinator Allocation/input_Faculty Login_password""), ""/HuGEUzXDLUt1zEZ6TwafQ=="")",Chrome 87.0.4280.141,,,2021-03-08 18:11:43,2021-03-08 18:11:44,1.336s,PASSED
"click(findTestObject(""Object Repository/Faculty/Course Coordinator Allocation/button_Login""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:44,2021-03-08 18:11:45,0.814s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:45,2021-03-08 18:11:46,1.264s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/div_Role ()AdminFacultyHOD""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:46,2021-03-08 18:11:47,0.956s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:47,2021-03-08 18:11:48,0.936s,PASSED
"click(findTestObject(""Object Repository/Faculty/Profile/a_Faculty""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:48,2021-03-08 18:11:49,0.942s,PASSED
"click(findTestObject(""Object Repository/Faculty/Course Coordinator Allocation/img""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:49,2021-03-08 18:11:50,1.180s,PASSED
"click(findTestObject(""Object Repository/Faculty/Course Coordinator Allocation/button_Others""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:50,2021-03-08 18:11:52,1.507s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:11:52,2021-03-08 18:11:53,1.155s,PASSED
"click(findTestObject(""Object Repository/Faculty/Course Coordinator Allocation/button_CO-PO Mapping""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:53,2021-03-08 18:11:54,0.844s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:11:54,2021-03-08 18:11:54,0.588s,PASSED
"click(findTestObject(""Object Repository/Faculty/Course Coordinator Allocation/button_Question Paper Entry""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:54,2021-03-08 18:11:55,0.855s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:11:55,2021-03-08 18:11:56,0.616s,PASSED
"click(findTestObject(""Object Repository/Faculty/Course Coordinator Allocation/button_Reports""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:56,2021-03-08 18:11:56,0.845s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:11:56,2021-03-08 18:11:57,0.616s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:57,2021-03-08 18:11:58,0.844s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/button_logout""))",Chrome 87.0.4280.141,,,2021-03-08 18:11:58,2021-03-08 18:11:59,0.973s,PASSED
closeBrowser(),Chrome 87.0.4280.141,,,2021-03-08 18:11:59,2021-03-08 18:12:00,0.741s,PASSED
,,,,,,,
Test Cases/Web/Faculty/Class Schedule,Chrome 87.0.4280.141,Class Schedule,Class Schedule,2021-03-08 18:12:00,2021-03-08 18:12:25,25.133s,PASSED
"openBrowser("""")",Chrome 87.0.4280.141,,,2021-03-08 18:12:00,2021-03-08 18:12:01,1.251s,PASSED
"navigateToUrl(""https://oecfrontend.vercel.app/"")",Chrome 87.0.4280.141,,,2021-03-08 18:12:01,2021-03-08 18:12:02,1.161s,PASSED
"setText(findTestObject(""Object Repository/Faculty/Class Schedule/input_Faculty Login_username""), ""AITS051002"")",Chrome 87.0.4280.141,,,2021-03-08 18:12:02,2021-03-08 18:12:04,1.674s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Faculty/Class Schedule/input_Faculty Login_password""), ""/HuGEUzXDLUt1zEZ6TwafQ=="")",Chrome 87.0.4280.141,,,2021-03-08 18:12:04,2021-03-08 18:12:05,1.333s,PASSED
"click(findTestObject(""Object Repository/Faculty/Class Schedule/button_Login""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:05,2021-03-08 18:12:06,0.812s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:06,2021-03-08 18:12:08,1.608s,PASSED
"click(findTestObject(""Faculty/Imports/div_Role ()AdminFacultyHOD""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:08,2021-03-08 18:12:09,0.906s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:09,2021-03-08 18:12:10,0.896s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/a_Faculty""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:10,2021-03-08 18:12:11,0.924s,PASSED
"click(findTestObject(""Object Repository/Faculty/Class Schedule/img""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:11,2021-03-08 18:12:12,1.091s,PASSED
delay(10),Chrome 87.0.4280.141,,,2021-03-08 18:12:12,2021-03-08 18:12:22,10.008s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 18:12:22,2021-03-08 18:12:22,0.621s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:22,2021-03-08 18:12:23,0.819s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/button_logout""))",Chrome 87.0.4280.141,,,2021-03-08 18:12:23,2021-03-08 18:12:24,0.925s,PASSED
closeBrowser(),Chrome 87.0.4280.141,,,2021-03-08 18:12:24,2021-03-08 18:12:25,0.743s,PASSED
,,,,,,,
Test Cases/Web/Faculty/Mentoring,Chrome 87.0.4280.141,Mentoring,Mentoring,2021-03-08 18:12:25,2021-03-08 18:13:04,39.196s,PASSED
"openBrowser("""")",Chrome 87.0.4280.141,,,2021-03-08 18:12:25,2021-03-08 18:12:26,1.278s,PASSED
"navigateToUrl(""https://oecfrontend.vercel.app/"")",Chrome 87.0.4280.141,,,2021-03-08 18:12:26,2021-03-08 18:12:28,1.155s,PASSED
