Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Faculty/Mentoring/input_Faculty Login_username""), ""AITS051002"")",Chrome 87.0.4280.141,,,2021-03-08 19:09:29,2021-03-08 19:09:31,1.695s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Faculty/Mentoring/input_Faculty Login_password""), ""/HuGEUzXDLUt1zEZ6TwafQ=="")",Chrome 87.0.4280.141,,,2021-03-08 19:09:31,2021-03-08 19:09:32,1.314s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Login""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:32,2021-03-08 19:09:33,0.846s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:33,2021-03-08 19:09:34,1.262s,PASSED
"click(findTestObject(""Faculty/Imports/div_Role ()AdminFacultyHOD""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:34,2021-03-08 19:09:35,0.940s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:35,2021-03-08 19:09:36,0.928s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/a_Faculty""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:36,2021-03-08 19:09:37,0.984s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/img""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:37,2021-03-08 19:09:38,1.023s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Profile""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:38,2021-03-08 19:09:40,1.890s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 19:09:40,2021-03-08 19:09:41,1.031s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Education""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:41,2021-03-08 19:09:42,0.807s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 19:09:42,2021-03-08 19:09:43,0.607s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Semester Wise Marks""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:43,2021-03-08 19:09:43,0.810s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 19:09:43,2021-03-08 19:09:44,0.616s,PASSED
"click(findTestObject(""Faculty/Mentoring/button_More Details""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:44,2021-03-08 19:09:45,0.828s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Course and Faculty Details""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:45,2021-03-08 19:09:46,0.959s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 19:09:46,2021-03-08 19:09:47,1.046s,PASSED
"focus(findTestObject(""Faculty/Mentoring/Course and Faculty Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:47,2021-03-08 19:09:47,0.478s,PASSED
"click(findTestObject(""Faculty/Mentoring/Course and Faculty Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:47,2021-03-08 19:09:48,0.823s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_More Details""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:48,2021-03-08 19:09:49,0.930s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 19:09:49,2021-03-08 19:09:50,0.838s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Student Details""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:50,2021-03-08 19:09:51,0.839s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 19:09:51,2021-03-08 19:09:53,2.023s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Attendance Details""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:53,2021-03-08 19:09:54,0.796s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 19:09:54,2021-03-08 19:09:54,0.600s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Marks Details""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:54,2021-03-08 19:09:55,0.783s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 19:09:55,2021-03-08 19:09:56,0.601s,PASSED
"focus(findTestObject(""Faculty/Mentoring/Student Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:56,2021-03-08 19:09:56,0.490s,PASSED
"click(findTestObject(""Faculty/Mentoring/Student Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:56,2021-03-08 19:09:57,0.842s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_More Details""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:57,2021-03-08 19:09:58,0.915s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Communication Details""))",Chrome 87.0.4280.141,,,2021-03-08 19:09:58,2021-03-08 19:09:59,0.975s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 19:09:59,2021-03-08 19:10:00,0.958s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_Completed""))",Chrome 87.0.4280.141,,,2021-03-08 19:10:00,2021-03-08 19:10:01,0.797s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 19:10:01,2021-03-08 19:10:01,0.612s,PASSED
"focus(findTestObject(""Faculty/Mentoring/Communication Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 19:10:01,2021-03-08 19:10:02,0.485s,PASSED
"click(findTestObject(""Faculty/Mentoring/Communication Details_close""))",Chrome 87.0.4280.141,,,2021-03-08 19:10:02,2021-03-08 19:10:03,0.810s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 19:10:03,2021-03-08 19:10:03,0.926s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_logout""))",Chrome 87.0.4280.141,,,2021-03-08 19:10:03,2021-03-08 19:10:04,0.936s,PASSED
,,,,,,,
Test Cases/Web/Faculty/Exam Schedule,Chrome 87.0.4280.141,Exam Schedule,Exam Schedule,2021-03-08 19:10:04,2021-03-08 19:10:21,16.113s,PASSED
"openBrowser("""")",Chrome 87.0.4280.141,,,2021-03-08 19:10:05,2021-03-08 19:10:07,1.993s,PASSED
"navigateToUrl(""https://oecfrontend.vercel.app/"")",Chrome 87.0.4280.141,,,2021-03-08 19:10:07,2021-03-08 19:10:09,1.670s,PASSED
"setText(findTestObject(""Object Repository/Faculty/Exam Schedule/input_Faculty Login_username""), ""AITS051002"")",Chrome 87.0.4280.141,,,2021-03-08 19:10:09,2021-03-08 19:10:10,1.734s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Faculty/Exam Schedule/input_Faculty Login_password""), ""/HuGEUzXDLUt1zEZ6TwafQ=="")",Chrome 87.0.4280.141,,,2021-03-08 19:10:10,2021-03-08 19:10:12,1.297s,PASSED
"click(findTestObject(""Object Repository/Faculty/Exam Schedule/button_Login""))",Chrome 87.0.4280.141,,,2021-03-08 19:10:12,2021-03-08 19:10:12,0.847s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 19:10:12,2021-03-08 19:10:14,1.285s,PASSED
"click(findTestObject(""Faculty/Imports/div_Role ()AdminFacultyHOD""))",Chrome 87.0.4280.141,,,2021-03-08 19:10:14,2021-03-08 19:10:15,0.964s,PASSED
"click(findTestObject(""Faculty/Imports/svg_Dr PC Senthil Mahesh_svg-inline--fa fa-_fb601b""))",Chrome 87.0.4280.141,,,2021-03-08 19:10:15,2021-03-08 19:10:16,0.898s,PASSED
"click(findTestObject(""Object Repository/Faculty/Notifications/a_Faculty""))",Chrome 87.0.4280.141,,,2021-03-08 19:10:16,2021-03-08 19:10:16,0.952s,PASSED
"click(findTestObject(""Object Repository/Faculty/Exam Schedule/img""))",Chrome 87.0.4280.141,,,2021-03-08 19:10:16,2021-03-08 19:10:18,1.167s,PASSED
takeScreenshot(),Chrome 87.0.4280.141,,,2021-03-08 19:10:18,2021-03-08 19:10:19,1.117s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/svg_Dr. P.C. Senthil Mahesh_svg-inline--fa _bc1b97""))",Chrome 87.0.4280.141,,,2021-03-08 19:10:19,2021-03-08 19:10:20,0.794s,PASSED
"click(findTestObject(""Object Repository/Faculty/Mentoring/button_logout""))",Chrome 87.0.4280.141,,,2021-03-08 19:10:20,2021-03-08 19:10:21,0.947s,PASSED
